Linio SKU;Name;PrimaryCategory;Model;BrowseNodes;Categories;Brand;SaleEndDate;SaleStartDate;SalePrice;Price;ParentSku;Quantity;ProductWarranty;PackageContent;Color;ProductId;ShortDescription;Description;EligibleFreeShipping;DeliveryTimeSupplier;WarehouseProcessingTime;PackageWidth;PackageLength;PackageHeight;PackageWeight;ProductMeasures;ProductWeight;TaxClass;SellerSku;Variation;CareLabel;ManufacturerTxt;MaterialFamily;MainMaterial;CreatedAt;UpdatedAt;Status
SO036EL0D2OECLACL-6378148;Televisor LED Sony XBR65X856F/SLA8 4k Full HD 65';20056;6421870;;;Sony;;;;1349990.00;6421870;0;12 meses;Televisor;;4548736076020;<ul> <li>Tamaño de la pantalla: 65 pulgadas</li> <li>Procesador: 4K X-Reality Pro</li> <li>Entradas RCA: 1</li> <li>Sintonizador digital: Sí</li> <li>Conexión WiFi: Sí</li> <li>Android TV: Sí</li> <li>Resolución: 4K Ultra HD</li> <li>Potencia de los parlantes: 10W+10W</li> <li>Tipo: LED</li> <li>Entradas USB: 3</li> <li>Entradas HDMI: 4</li> <li>Control remoto incluido: Sí</li> </ul>;"<h2>Televisor LED Sony XBR65X856F/SLA8 4k Full HD 65'</h2> <p>Explora y si&eacute;ntete identificado con todas las funciones y aplicaciones que el <strong>Televisor LED&nbsp;Sony </strong>tiene para ti. Disfruta de una incre&iacute;ble resoluci&oacute;n Ultra HD y unas im&aacute;genes con calidad superior en tu televisor Sony. Tus ojos no creer&aacute;n lo que ven y no querr&aacute;s dejar de mirarlo para que puedas disfrutar de todo lo que quieras, en un 3D realista y profundo. Un gran producto para ti.</p> <p>Con el <strong>Televisor LED&nbsp;Sony </strong>disfrutar de diferentes dispositivos con conexi&oacute;n HDMI conectados al mismo tiempo gracias a sus s&uacute;per conectores HDMI, adem&aacute;s de&nbsp;<strong>puerto USB</strong>. Adicionalmente podr&aacute;s disfrutar de pel&iacute;culas y contenido multimedia en excelente calidad de audio, esto gracias al sonido est&eacute;reo mejorado que presenta este televisor,&nbsp;con la que vivir&aacute;s una experiencia de calidad y disfrutar de tus pel&iacute;culas o series favoritas en este fabuloso televisor con potente sistema de altavoces de dos canales. Con <strong>Sony</strong>&nbsp;tendr&aacute;s una gran cantidad de posibilidades de entretenimiento a tu alcance.</p>";;2;;184;73;74;14.5;;;IVA 19%;6421870;…;;;;;2019-02-13 17:49:41;2019-10-15 09:30:45;inactive
KL119EL0J10G4LACL-6378149;Audífonos On Ear Bluetooth Khs-640Bl-Multicolor;20056;KHS-640BL;;;Klip Xtreme;;;;9999999.00;6713359;0;12 meses;Audífonos On Ear Bluetooth KHS-640BL;;798302077324;<ul><li>Modelo:KHS-640BL</li><li>Tipo:Audifonos vincha</li><li>Potencia:20mW</li><li>Audio HQ:No</li><li>Aislador de sonido:No</li><li>Material de la almohadilla:Sintético</li><li>Compatibilidad:iOS/Android</li><li>Conectividad:Bluetooth y auxiliar</li><li>Conexión Bluetooth:Sí</li><li>Entradas auxiliares de 3.5 mm:1</li><li>Hecho en:China</li><li>Garantía del proveedor:12 meses</li></ul>;"<h2 style=""text-align: center;"">Aud&iacute;fonos On Ear Bluetooth Khs-640Bl-Multicolor</h2><p>&nbsp;</p><p style=""text-align: justify;"">Si te gusta vivir la <strong>m&uacute;sica</strong> al m&aacute;ximo y disfrutar de un sonido de calidad, hoy te traemos lo mejor en <strong>aud&iacute;fonos</strong> para escuchar tus melod&iacute;as favoritas de la forma que mereces escucharla, descubre el sonido de la m&uacute;sica actual, con lo m&aacute;s innovador en aud&iacute;fonos.</p><br /><p>&nbsp;</p><br /><h3 style=""text-align: center;"">&iexcl;Empieza a disfrutar la m&uacute;sica!</h3><br /><p>&nbsp;</p><br /><p style=""text-align: justify;"">Excelencia en sonido, estos nuevos <strong>aud&iacute;fonos</strong> fabricados con lo &uacute;ltimo en tecnolog&iacute;a poseen un perfecto ajuste al momento de disfrutar de ellos, adem&aacute;s de poseer un sistemas de audio completo que te permite apreciar cada sonido de todos los g&eacute;neros que m&aacute;s te gustan. Vive una experiencia &uacute;nica donde quieras y cuando quieras.</p>";;2;;25;50;33;0.15;25x33x50;0.15;IVA 19%;6713359;…;;;;;2019-02-13 17:49:41;2019-10-15 08:53:36;inactive
SA028EL0YOJKILACL-6410014;Smartphone Samsung Galaxy J7 Prime 2 32GB Negro Movistar;20056;6412884;;;Samsung;2018-10-02 00:00:00;2018-10-01 00:00:00;99990.00;209990.00;6412884;0;3 meses;Smartphone;;8801643316129;<ul><li>Tamaño de la pantalla: 5.5 pulgadas</li> <li>Tipo de pantalla: TFT</li> <li>Sistema operativo: Android</li> <li>Lector de huella: Sí</li> <li>GPS integrado: Sí</li> <li>Conexión Bluetooth: Sí</li> <li>Resistente al agua: No</li> <li>Conectividad:</li></ul>;"<p><strong>Smartphone Galaxy J7 Prime 2 32GB Negro Movistar </strong></p> <p>Vivimos en una sociedad donde la tecnolog&iacute;a no deja de avanzar todos los d&iacute;as, y hay artefactos que se han vuelto parte fundamental de nuestro d&iacute;a a d&iacute</p>";;2;;11.5;17.5;30;0.2;;;IVA 19%;6412884;…;;;;;2019-02-13 17:49:41;2019-10-15 08:35:01;inactive
GA009EL14MVMALACL-6410015;Smartwatch Vivoactive 3 Black Garmin - Negro;20056;6216307;;;Garmin;;;;199990.00;6216307;0;12 meses;SMARTWATCH;;753759173159;<ul> <li>Marca: Garmin</li> <li>GPS integrado: Sí</li> <li>Medición de valores corporales: Sí</li> <li>Tiene 7 actividades programadas</li> <li>Almacena 14 días de datos de seguimiento de actividad</li> <li>Conexión Bluetooth: Sí</li> <li>Recepción de lla</li></ul>;"<p><strong>Smartwatch Vivoactive 3 Black Garmin&nbsp;- Negro</strong></p> <p>Contar con un Smartwatch te ayuda a mantenerte comunicado en todo momento sin la necesidad de tener a la mano tu smartphone. -<strong>Garmin</strong>&nbsp;ha desarrollado tecnolo</p>";;2;;184;74;73;0;;;IVA 19%;6216307;…;;;;;2019-02-13 17:49:41;2019-10-15 08:45:57;inactive
MO060EL1AL7O2LACL-6410016;Audífono In Ear con Micrófono Rojo;20056;;;;Motorola;;;;4990.00;5831485;0;;;;2005831485000;;1234567890;;2;;40;30;60;0.55;;;IVA 19%;5831485;…;;;;;2019-02-13 17:49:41;2019-10-15 08:37:29;inactive
PO010EL1MHVRMLACL-6410018;Loop 2 Negro;20056;;;;Polar;;;;89990.00;5642107;0;;;;2005642107009;;1234567890;;2;;25;33;50;0.13;;;IVA 19%;5642107;…;;;;;2019-02-13 17:49:41;2019-10-15 09:30:15;inactive
TO250EL05IAXELACL-6410019;Mochila Rue Actinio;20056;;;;Totto;;;;59990.00;5999872;0;;;;7704875416364;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;5999872;…;;;;;2019-02-13 17:49:41;2019-10-15 08:58:14;inactive
CA707EL0BGMZ6LACL-6410020;Funda PHC-101;20056;;;;Case Logic;;;;7990.00;2832045;0;;;;85854200172;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;2832045;…;;;;;2019-02-13 17:49:41;2019-10-15 08:40:01;inactive
GO002EL0NDB2QLACL-6410022;Cámara Deportiva Hero;20056;;;;GoPro;;;;149990.00;6393787;0;;;;2006393787007;;1234567890;;2;;30;30;60;0.67;;;IVA 19%;6393787;…;;;;;2019-02-13 17:49:41;2019-10-15 08:55:51;inactive
LG051EL0TBN4ILACL-6410023;Soundbar SJ2 ACHLLLK;20056;;;;LG;;;;64990.00;5711715;0;;;;2005711715005;;1234567890;;2;;54;40;44;13.5;;;IVA 19%;5711715;…;;;;;2019-02-13 17:49:41;2019-10-15 08:27:10;inactive
SA028EL0Z9Z6ALACL-6410024;Travel Adap Fast Micro Whi;20056;;;;Samsung;;;;6990.00;6414534;0;;;;8806088406145;;1234567890;;2;;25;33;50;0.05;;;IVA 19%;6414534;…;;;;;2019-02-13 17:49:41;2019-10-15 09:09:21;inactive
WA831EL1B6N9ULACL-6410026;Lego Worlds;20056;;;;Warner Bros;;;;24400.00;6030151;0;;;;883929589296;;<ul><li>Modelo:Lego Worlds</li><li>Tipo:Videojuegos</li><li>Plataforma:Nintendo Switch</li><li>ESRB:E</li></ul>;;2;;8;28;40;0.2;;;IVA 19%;6030151;...;;;;;2019-02-13 17:49:41;2019-10-15 08:35:50;inactive
JB708EL1H4ZBMLACL-6410027;Parlante Portátil Pulse 3;20056;;;;JBL;;;;199990.00;6424810;0;;;;50036337526;;<ul><li>Potencia RMS:20W</li><li>WiFi direct:No</li><li>Duración aproximada de la batería:Hasta 12 horas</li><li>Conexión Bluetooth:Sí</li><li>Conexión WiFi:No</li><li>Entradas USB:Sin entradas</li><li>Entradas auxiliares de 3.5 mm:No incluye</li><li>Fuente de energía:Baterías</li><li>Modelo:Pulse 3</li><li>Tipo:Parlantes portátiles</li><li>Alto:22,3 cm</li><li>Ancho:9,2 cm</li><li>Profundidad:9,2 cm</li><li>Peso:0,96 kg</li><li>Hecho en:China</li><li>Garantía del proveedor:1 año</li></ul>;;2;;40;30;60;6;;;IVA 19%;6424810;...;;;;;2019-02-13 17:49:41;2019-10-15 08:47:08;inactive
KA516EL1N3BDELACL-6410029;Internet Security Edición Latina - 3 Dispositivos - 2 Años;20056;;;;KASPERSKY;;;;122990.00;6884933;0;;;;2006884933005;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KIS LATAM 3Dvc 2Y Bs DnP</li><li>Número máximo de usuarios:3</li><li>Número máximo de dispositivos:3</li><li>Actualizaciones incluidas:Sí</li></ul>;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KIS LATAM 3Dvc 2Y Bs DnP</li><li>Número máximo de usuarios:3</li><li>Número máximo de dispositivos:3</li><li>Actualizaciones incluidas:Sí</li></ul>;;2;;8;28;40;0.1;;;IVA 19%;6884933;...;;;;;2019-02-13 17:49:41;2019-10-15 09:09:37;inactive
SO036EL0OZCHWLACL-6378150;Televisor LED Sony XBR-65X905F LA8 4k Full HD 65';20056;6421856;;;Sony;;;;799990.00;6421856;0;12 meses;Televisor;;4548736075856;<ul> <li>Tamaño de la pantalla: 65 pulgadas</li> <li>Procesador: X1 Extreme</li> <li>Entradas RCA: 1</li> <li>Sintonizador digital: Sí</li> <li>Conexión WiFi: Sí</li> <li>Android TV: Sí</li> <li>Resolución: 4K Ultra HD</li> <li>Potencia de los parlantes: 10W+10W</li> <li>Tipo: LED</li> <li>Entradas USB: 3</li> <li>Entradas HDMI: 4</li> <li>Control remoto incluido: Sí</li> </ul>;"<h2>Televisor LED Sony XBR-65X905F LA8 4k Full HD 65'</h2> <p>Explora y si&eacute;ntete identificado con todas las funciones y aplicaciones que el <strong>Televisor LED&nbsp;Sony </strong>tiene para ti. Disfruta de una incre&iacute;ble resoluci&oacute;n Ultra HD y unas im&aacute;genes con calidad superior en tu televisor Sony. Tus ojos no creer&aacute;n lo que ven y no querr&aacute;s dejar de mirarlo para que puedas disfrutar de todo lo que quieras, en un 3D realista y profundo. Un gran producto para ti.</p> <p>Con el <strong>Televisor LED&nbsp;Sony </strong>disfrutar de diferentes dispositivos con conexi&oacute;n HDMI conectados al mismo tiempo gracias a sus s&uacute;per conectores HDMI, adem&aacute;s de&nbsp;<strong>puerto USB</strong>. Adicionalmente podr&aacute;s disfrutar de pel&iacute;culas y contenido multimedia en excelente calidad de audio, esto gracias al sonido est&eacute;reo mejorado que presenta este televisor,&nbsp;con la que vivir&aacute;s una experiencia de calidad y disfrutar de tus pel&iacute;culas o series favoritas en este fabuloso televisor con potente sistema de altavoces de dos canales. Con <strong>Sony</strong>&nbsp;tendr&aacute;s una gran cantidad de posibilidades de entretenimiento a tu alcance.</p>";;2;;184;73;74;14.5;;;IVA 19%;6421856;…;;;;;2019-02-13 17:49:41;2019-10-15 09:18:38;inactive
DD456EL0UXOJOLACL-6378151;Speaker Ddesing con Bluetooth-Verde;20056;DD-HVSK533BTGR;;;Ddesing;;;;12990.00;880699773;0;3 meses;Parlantes;Verde;2998806997731;<ul><li>Modelo: DD-HVSK533BTGR</li><li>Tipo: Outdoor</li><li>Alto: 9,7 cm</li><li>Ancho: 8,8 cm</li><li>Profundidad: 4,9 cm</li><li>Peso: 0,24 kg</li><li>Alarma: No</li><li>Control remoto incluido: No</li><li>Entradas para micrófono: Sí</li><li>Sintonizad</li></ul>;"<h2>CARACTER&iacute;STICAS DEL PRODUCTO</h2><ul><li>Marca: Ddesign</li><li>Modelo: DD-HVSK533BTGR</li><li>Tipo: Outdoor</li><li>Conexi&oacute;n Bluetooth</li><li>Entrada auxiliar de 3,5 mm</li><li>Entrada USB</li><li>Entrada para micr&oacute;fono</li><li></li></ul>";;2;;33;13;20;6;;;IVA 19%;880699773;…;;;;;2019-02-13 17:49:41;2019-10-15 08:36:14;inactive
SA028EL1B3DWKLACL-6381600;Smartphone Samsung Galaxy J8 32GB Dorado Liberado;20056;6596451;;;Samsung;2018-10-02 00:00:00;2018-10-01 00:00:00;199990.00;279990.00;6596451;0;1 año;Smartphone;;8801643361082;<ul><li>Marca: Samsung</li> <li>Profundidad: 0,82 cm</li> <li>Peso: 0,177 kg</li> <li>Núcleos del procesador: Octa Core</li> <li>Memoria RAM: 3GB</li> <li>Memoria interna: 32GB</li> <li>Memoria externa incluida: No</li> <li>Memoria expandible: 256GB</li></ul>;"<p><strong>Smartphone Galaxy J8 32GB Dorado Liberado </strong></p> <p>Vivimos en una sociedad donde la tecnolog&iacute;a no deja de avanzar todos los d&iacute;as, y hay artefactos que se han vuelto parte fundamental de nuestro d&iacute;a a d&iacute;a. Uno</p>";;2;;11.5;17.5;30;0.2;;;IVA 19%;6596451;…;;;;;2019-02-13 17:49:41;2019-10-15 08:44:01;inactive
HU072EL065VOYLACL-6410030;Smartwatch Watch 2 Huawei 4 GB - Negro;20056;6163218;;;Huawei;;;;249990.00;6163218;0;12 meses;SMARTWATCH;;2006163218007;Marca: Huawei GPS integrado: Sí Medición de valores corporales: Sí Memoria interna: 4GB Conexión Bluetooth: Sí Conexión WiFi: Sí Recepción de llamadas: Sí Resistente al agua: Sí S;"<p><strong>Smartwatch Watch 2 Huawei 4 GB - Negro</strong></p> <p>Contar con un Smartwatch te ayuda a mantenerte comunicado en todo momento sin la necesidad de tener a la mano tu smartphone. <strong>Huawei</strong> ha desarrollado tecnolog&iacute;a modern</p>";;2;;12;30;18;0;;;IVA 19%;6163218;…;;;;;2019-02-13 17:49:41;2019-10-15 08:48:04;inactive
YA973EL0C47QQLACL-6410031;Guit Elect Pacifica 012 Rojo Met;20056;;;;Yamaha;;;;179990.00;6007721;0;;;;86792641348;;1234567890;;2;;60;95;30;4;;;IVA 19%;6007721;…;;;;;2019-02-13 17:49:41;2019-10-15 08:32:36;inactive
VG292EL0I2JSILACL-6410032;Marco Línea Hombre 15 x 20 cm;20056;;;;VGO;;;;9990.00;5924279;0;;;;2005924279004;;1234567890;;2;;10;20;30;0.5;;;IVA 19%;5924279;…;;;;;2019-02-13 17:49:41;2019-10-15 09:46:35;inactive
FI759EL0TZ7W2LACL-6410034;Audífonos Deportivos Flyer;20056;;;;Fitbit;;;;119990.00;6086659;0;;;;816137025829;;1234567890;;2;;25;33;50;0.15;;;IVA 19%;6086659;…;;;;;2019-02-13 17:49:41;2019-10-15 08:34:27;inactive
GE657EL0ZXJXULACL-6410035;Mochila Notebook Classic;20056;;;;GENERIC;;;;12990.00;881313869;0;;;;2998813138691;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;881313869;…;;;;;2019-02-13 17:49:41;2019-10-15 08:47:51;inactive
GE040EL15VVZMLACL-6410036;Audífono Multimedia Rojo;20056;;;;Genius;;;;32990.00;5906101;0;;;;4710268253112;;1234567890;;2;;25;33;50;0.15;;;IVA 19%;5906101;…;;;;;2019-02-13 17:49:41;2019-10-15 09:29:00;inactive
EP554EL1HSK36LACL-6410038;Pack Guitarra Eléctrica Niños Blanca;20056;;;;EPIC;;;;29990.00;6132702;0;;;;6901510117445;;1234567890;;2;;60;95;30;4;;;IVA 19%;6132702;…;;;;;2019-02-13 17:49:41;2019-10-15 09:06:37;inactive
MI130EL00SZ8YLACL-6410039;Marco de foto Laqueado Paspartú;20056;;;;Mica;;;;7990.00;880743176;0;;;;2998807431760;;1234567890;;2;;10;20;30;0.5;;;IVA 19%;880743176;…;;;;;2019-02-13 17:49:41;2019-10-15 08:43:24;inactive
WA831EL06RBAQLACL-6410040;Middle Earth Shadow Of War;20056;;;;Warner Bros;;;;24400.00;6030155;0;;;;883929583935;;<ul><li>Modelo:Middle Earth Shadow Of War</li><li>Tipo:Videojuegos</li><li>Plataforma:PS4</li><li>ESRB:RP</li></ul>;;2;;8;28;40;0.2;;;IVA 19%;6030155;...;;;;;2019-02-13 17:49:41;2019-10-15 09:08:18;inactive
GE657EL0CPNCILACL-6410041;Cargador para Auto Universal TG-UD0035;20056;4688358;;;GENERIC;;;;2990.00;4688358;0;3 meses;;;3,25221E+12;<ul><li>Modelo:TG-UD0035</li><li>Tipo:Cargadores básicos</li><li>Inalámbrico:Sí</li><li>Garantía del proveedor:3 meses</li></ul>;<ul><li>Modelo:TG-UD0035</li><li>Tipo:Cargadores básicos</li><li>Inalámbrico:Sí</li><li>Garantía del proveedor:3 meses</li></ul>;;2;;25;33;50;0.1;;;IVA 19%;4688358;...;;;;;2019-02-13 17:49:41;2019-10-15 09:44:23;inactive
KA516EL0OMBG2LACL-6410043;Internet Security Edición Latina - 3 Dispositivos - 3 Años;20056;;;;KASPERSKY;;;;147990.00;6884934;0;;;;2006884934002;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KIS LATAM 3Dvc 3Y Bs DnP</li><li>Número máximo de usuarios:3</li><li>Número máximo de dispositivos:3</li><li>Actualizaciones incluidas:Sí</li></ul>;<ul><li>Tipo:Antivirus y seguridad</li><li>Compatible con:Microsoft Windows</li><li>Formato:Código de activación</li><li>Modelo:KIS LATAM 3Dvc 3Y Bs DnP</li><li>Número máximo de usuarios:3</li><li>Número máximo de dispositivos:3</li><li>Actualizaciones incluidas:Sí</li></ul>;;2;;8;28;40;0.1;;;IVA 19%;6884934;...;;;;;2019-02-13 17:49:41;2019-10-15 08:53:53;inactive
LG051EL1H1PYCLACL-6381601;Televisor LED LG 70UK6550 4k Ultra HD 70';20056;6469822;;;LG;2019-03-22 02:59:59;2019-03-18 12:08:11;749990.00;1999990.00;6469822;0;12 meses;Televisor;;8806098181810;<ul> <li>Tamaño de la pantalla: 70</li> <li>Procesador: Quad core</li> <li>Entradas RCA: 1</li> <li>Sintonizador digital: Sí</li> <li>Conexión WiFi: Sí</li> <li>Resolución: 4K Ultra HD</li> <li>Potencia de los parlantes: 20W</li> <li>Tipo: LED</li> <li>Conexión Bluetooth: Sí</li> <li>Entradas USB: 2</li> <li>Entradas HDMI: 4</li> <li>Control remoto incluido: Sí</li> </ul>;"<h2>Televisor LED LG 70UK6550 4k Ultra HD 70'</h2> <p>Explora y si&eacute;ntete identificado con todas las funciones y aplicaciones que el <strong>Televisor LED LG 70UK6550&nbsp;</strong>tiene para ti. Disfruta de una incre&iacute;ble resoluci&oacute;n Ultra HD y unas im&aacute;genes con calidad superior en tu televisor LG . Tus ojos no creer&aacute;n lo que ven y no querr&aacute;s dejar de mirarlo para que puedas disfrutar de todo lo que quieras, en un 3D realista y profundo. Un gran producto para ti.</p> <p>Con el <strong>Televisor LED LG 70UK6550&nbsp;</strong>disfrutar de diferentes dispositivos con conexi&oacute;n HDMI conectados al mismo tiempo gracias a sus s&uacute;per conectores HDMI, adem&aacute;s de&nbsp;<strong>puerto USB</strong>. Adicionalmente podr&aacute;s disfrutar de pel&iacute;culas y contenido multimedia en excelente calidad de audio, esto gracias al sonido est&eacute;reo mejorado que presenta este televisor,&nbsp;con la que vivir&aacute;s una experiencia de calidad y disfrutar de tus pel&iacute;culas o series favoritas en este fabuloso televisor con potente sistema de altavoces de dos canales. Con <strong>LG </strong>&nbsp;tendr&aacute;s una gran cantidad de posibilidades de entretenimiento a tu alcance.</p>";;2;;184;73;74;14.5;;;IVA 19%;6469822;…;;;;;2019-02-13 17:49:41;2019-10-15 09:02:06;inactive
RA861EL1N0204LACL-6381602;Audífono Razer Over Ear Thresher 7.1 Wireless-Negro;20056;THRESHER WIRELESS 7.1 PC/PS4;;;Razer;;;;9999999.00;6721025;0;3 meses;Audífono over ear Thresher 7.1 Wireless;;8886419371281;<ul><li>Modelo:THRESHER WIRELESS 7.1 PC/PS4</li><li>Tipo:Audifonos headset</li><li>Potencia:12W</li><li>Audio HQ:Sí</li><li>Aislador de sonido:Sí</li><li>Material de la almohadilla:Cuero</li><li>Compatibilidad:Otros</li><li>Conectividad:Auxiliar</li><li>Conexión Bluetooth:No</li><li>Entradas auxiliares de 3.5 mm:No incluye</li><li>Hecho en:China</li><li>Garantía del proveedor:3 meses</li></ul>;"<h2 style=""text-align: center;"">Aud&iacute;fono Razer Over Ear Thresher 7.1 Wireless-Negro</h2><p>&nbsp;</p><p style=""text-align: justify;"">Si te gusta vivir la <strong>m&uacute;sica</strong> al m&aacute;ximo y disfrutar de un sonido de calidad, hoy te traemos lo mejor en <strong>aud&iacute;fonos</strong> para escuchar tus melod&iacute;as favoritas de la forma que mereces escucharla, descubre el sonido de la m&uacute;sica actual, con lo m&aacute;s innovador en aud&iacute;fonos.</p><br /><p>&nbsp;</p><br /><h3 style=""text-align: center;"">&iexcl;Empieza a disfrutar la m&uacute;sica!</h3><br /><p>&nbsp;</p><br /><p style=""text-align: justify;"">Excelencia en sonido, estos nuevos <strong>aud&iacute;fonos</strong> fabricados con lo &uacute;ltimo en tecnolog&iacute;a poseen un perfecto ajuste al momento de disfrutar de ellos, adem&aacute;s de poseer un sistemas de audio completo que te permite apreciar cada sonido de todos los g&eacute;neros que m&aacute;s te gustan. Vive una experiencia &uacute;nica donde quieras y cuando quieras.</p>";;2;;25;50;33;0.15;25x33x50;0.15;IVA 19%;6721025;…;;;;;2019-02-13 17:49:41;2019-10-15 09:46:52;inactive
LG051EL10W0LGLACL-6378152;Reproductor Blu-ray BP250;20056;BP250;;;LG;;;;44990.00;4501861;0;3 meses;DVDs y Blu-Rays;;7800103113224;<ul><li>Formatos de reproducción: BD-ROM/BD-R/BD-RE</li><li>Peso: 0,83 kg</li><li>3D: No</li><li>Control remoto incluido: Sí</li><li>Smart: No</li><li>Accesorios incluidos: Manual de instrucciones y carta de garantía</li><li>WiFi direct: Sí</li><li>Zona:</li></ul>;"<h3 class=""fb-cpy-bold"">ASEGURA TU LED HASTA EL PR&oacute;XIMO MUNDIAL 3 A&ntilde;OS DE GARANT&iacute;A EXTENDIDA AL PRECIO DE UN A&ntilde;O</h3><p>Promoci&oacute;n vigente del 1 al 24 de Junio, 2018.</p><h3 class=""fb-cpy-bold"">Los 4</h3>";;2;;33;13;20;1.3;;;IVA 19%;4501861;…;;;;;2019-02-13 17:49:41;2019-10-15 09:06:33;inactive
MI042EL004A9WLACL-6381603;Software Microsoft Office 365 Home;20056;Office 365 Home;;;Microsoft;;;;9999.00;6129848;0;3 meses;"Softwares y membres&iacute;as";;2006129848002;<ul><li>Modelo: Office 365 Home</li><li>Tipo: Software</li><li>Compatibilidad: Office</li></ul>;"<h3>Formato descargable: Al comprar este producto, el formato de entrega del software ser&aacute; mediante un c&oacute;digo descargable que ser&aacute; enviado al correo del cliente. Producto no f&iacute;sico.</h3> <h2><strong>Office 365 Hogar C&oacute;digo Digital</strong></h2> <p><strong>La mejor opci&oacute;n para hogares</strong></p> <p>Las aplicaciones premium de Office y servicios en la nube para PC/Mac, tablets y tel&eacute;fonos. Una suscripci&oacute;n anual con nuevos recursos exclusivos todos los meses y 1 TB de almacenamiento en la nube de OneDrive.</p> <p><strong>Informaci&oacute;n sobre la descarga</strong></p> <ul> <li><strong>Tama&ntilde;o de la descarga:</strong> 1 GB<br /> <strong>Tiempo de la descarga:</strong> 2 minutos con banda ancha</li> <li><strong><span style=""text-decoration: underline;"">Descargar desde Microsoft</span></strong></li> <li><strong>Tenga en cuenta que:</strong> Este elemento <strong>requiere</strong> una descarga directamente desde Microsoft. Vea los pasos a continuaci&oacute;n: <ol> <li>Una vez que haya completado su compra de descarga de software en <strong>falabella</strong>.com, debe hacer clic en el bot&oacute;n 'Continuar a Office.com' para obtener su software. Puede encontrar el bot&oacute;n 'Continuar a Office.com' en su correo electr&oacute;nico de confirmaci&oacute;n y en la p&aacute;gina de agradecimiento una vez que haya completado su compra.</li> <li>Se lo dirigir&aacute; a un sitio web personalizado de Microsoft Office para registrarse o iniciar sesi&oacute;n con una cuenta de Microsoft.</li> <li>Seleccione su pa&iacute;s e idioma preferido.</li> <li>Desde su p&aacute;gina 'Mi cuenta' de Microsoft,</li></ol></li></ul>";;2;;33;20;13;0;;;IVA 19%;6129848;…;;;;;2019-02-13 17:49:41;2019-10-15 08:36:49;inactive
MO431EL0UKNHULACL-6410044;VR Cardboard Negro;20056;;;;Motomo;;;;2990.00;5831896;0;;;;2005831896004;;1234567890;;2;;40;30;60;0.55;;;IVA 19%;5831896;…;;;;;2019-02-13 17:49:41;2019-10-15 09:02:52;inactive
MI042EL10IZJMLACL-6410045;Adaptador de Audífonos estéreo Xbox One;20056;;;;Microsoft;;;;24990.00;4205850;0;;;;885370817645;;1234567890;;2;;20;20;40;0.2;;;IVA 19%;4205850;…;;;;;2019-02-13 17:49:41;2019-10-15 09:36:43;inactive
TO250EL1CFNN6LACL-6410047;Mochila Hulu;20056;;;;Totto;;;;75990.00;5999873;0;;;;7704838850983;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;5999873;…;;;;;2019-02-13 17:49:41;2019-10-15 08:38:22;inactive
SH350EL1IDZOYLACL-6410048;Audífono Hi-Fi Profesional;20056;;;;SHURE;;;;44990.00;6281747;0;;;;42406351416;;1234567890;;2;;20;20;40;2;;;IVA 19%;6281747;…;;;;;2019-02-13 17:49:41;2019-10-15 09:13:04;inactive
HE561EL01EEUQLACL-6410049;Bolso de Viaje New Europa;20056;;;;Head;;;;35990.00;5468526;0;;;;2005468526008;;1234567890;;2;;10;20;30;0.37;;;IVA 19%;5468526;…;;;;;2019-02-13 17:49:41;2019-10-15 08:53:50;inactive
MR951EL0DB2YALACL-6410051;Álbum - Tú y Yo y Todo lo Bonito que nos ha pasado v2;20056;;;;Mr Wonderful;;;;21990.00;6347438;0;;;;2006347438009;;1234567890;;2;;10;20;30;0.5;;;IVA 19%;6347438;…;;;;;2019-02-13 17:49:41;2019-10-15 08:50:03;inactive
CA332EL0J9F02LACL-6410052;Calculadora Escritorio;20056;;;;Casio;;;;8900.00;6231067;0;;;;4971850301547;;1234567890;;2;;15;15;15;0.3;;;IVA 19%;6231067;…;;;;;2019-02-13 17:49:41;2019-10-15 08:46:57;inactive
WA831EL0P7R1ULACL-6410053;Middle Earth Shadow Of War;20056;;;;Warner Bros;;;;13990.00;6030156;0;;;;883929583928;;<ul><li>Modelo:Middle Earth Shadow Of War</li><li>Tipo:Videojuegos</li><li>Plataforma:X-Box One</li><li>ESRB:RP</li></ul>;;2;;8;28;40;0.2;;;IVA 19%;6030156;...;;;;;2019-02-13 17:49:41;2019-10-15 08:46:51;inactive
